epoch,dice_coef,iou,loss,lr,precision,recall,val_dice_coef,val_iou,val_loss,val_precision,val_recall
0,0.47449764609336853,0.32024720311164856,0.4522608518600464,1e-05,0.5443424582481384,0.7017465233802795,0.5388169884681702,0.37601107358932495,0.3034166395664215,0.8370568156242371,0.6664512753486633
1,0.6101502776145935,0.4488598704338074,0.2601238489151001,1e-05,0.8473554253578186,0.7447591423988342,0.6534391045570374,0.49563392996788025,0.22877708077430725,0.816993772983551,0.7868317365646362
2,0.659715473651886,0.5035891532897949,0.21581213176250458,1e-05,0.872349739074707,0.7862854599952698,0.6834794282913208,0.5300197601318359,0.22537334263324738,0.8046504259109497,0.822864294052124
3,0.6906132102012634,0.5394912362098694,0.18983523547649384,1e-05,0.8900225758552551,0.8127790093421936,0.6990933418273926,0.5490484833717346,0.23802550137043,0.7894628643989563,0.8460407853126526
4,0.7165729403495789,0.5707072615623474,0.16888681054115295,1e-05,0.9050708413124084,0.8361514806747437,0.708292543888092,0.5613459944725037,0.2755638360977173,0.7629350423812866,0.8685464859008789
